,text,sentiment
13614,RT @bodybynance: Absolutely! I have authored Kate's law. The leader of our OWN party BLOCKED Kate's law #CruzCrew #GOPDebate http://t.co/84â€¦,Positive
13615,"RT @AmandaWills: Personally, this was my favorite moment from last night. #GOPDebate http://t.co/AIvDiPqw5r",Positive
13616,Something something #GOPDebate,Neutral
13617,"#Trump2016 #GOPDebate The Illuminati want him out, but he will win the same http://t.co/2kVlxWB9Kd http://t.co/zyCvnY4NOq",Positive
13618,"Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter.",Negative
13619,RT @YoungBLKRepub: Just saying. #GOPDebate http://t.co/zqcAONpaKj,Negative
13620,"Ben Carson, Ted Cruz, and you-know-who won the Google search war http://t.co/tYQVy0Bhup

@realBenCarson #GOPDebate",Positive
13621,"Though not the clear winner from last night's #GOPDebate, @JohnKasich search on Google spiked in 24 hours. http://t.co/6smJVSAeHX",Positive
13622,"RT @feministabulous: It's not a competition, but how have we moved so far on gay rights but women's rights is worse than it's ever been? #Gâ€¦",Negative
13623,I was hoping there would be some opinions regarding the #GOPDebate on Twitter today.,Neutral
13624,The big twist of the #GOPDebate is that @RandPaul swapped bodies with his teenage son after a Chinese earthquake yesterday morning.,Neutral
13625,"RT @becca0mae: I don't know who won the debate, but @Writeintrump definitely won the award for ""best #GOPDebate live tweeting""",Positive
13626,"Numbnuts! ""@FoxNews dedicated &lt; 2min of 2hr debate to Qs about ways black America has been under attack"" #GOPDebate http://t.co/TXMkGV9hIb",Negative
13627,RT @ChrisShurley: @OutnumberedFNC #charleskrauthammer is a #fossil who just loves #MegynKelly. He's out of his mind on @realDonaldTrump froâ€¦,Neutral
13628,RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate,Positive
13629,RT @derekahunter: Up next we get #GOPDebate reaction from @dbongino. @WBALRadio and http://t.co/wTDQ8gmvEl,Neutral
13630,"RT @KennedyNation: ""Megyn I could crack your head open and eat your brain."" - Dr Ben Carson #GOPDebate",Neutral
13631,RT @BONNIELYNN2015: #GOPDebate. My impression but i could be wrong http://t.co/uBw1sfgKzh,Neutral
13632,RT @JaysWorldLive: Why should he?  It's already been said.  Would apology be believable?  #GOPDebate  https://t.co/1mUbzwAMWu,Neutral
13633,"Everybody loves Carly the Cinderella. Compared with the dwarfs at the other table, she was the afternoon delight. #gopdebate",Positive
13634,"RT @Momfullofhope: Bingo #GOPDebate #KochBrothers 
#Puppets Wined and Dined last weekendas planned #Shameful 
#MakeAmericaGreatAgain  httpsâ€¦",Negative
13635,Scott Walker's Wisconsin Is Seeing The Fastest Shrinking Middle Class In America http://t.co/zoPokedb8L #GOPDebate #VotersFirst #Trump2016,Positive
13636,"My mom this morning, ""so who won the debate?!"". My Dad: ""The Democrats did"" ... #GOPDebate",Negative
13637,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.coâ€¦,Positive
13638,"#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering",Positive
13639,RT @peddoc63: She belongs in Top 10âœ”ï¸@CarlyFiorina takes Hillary head on! #GOPDebate @steph93065 @MaydnUSA http://t.co/oON7JFurII,Neutral
13640,"""@FoxNews: .@brithume: â€œThe best closing statement was @RealBenCarson's.â€ #GOPDebate #KellyFile http://t.co/WKQIhlnXn4"" . . . i so agree!",Positive
13641,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tâ€¦",Positive
13642,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,Positive
13643,#GOPDebate madness last night. DNC this morning.... #Guuuuurrrrlllll http://t.co/QkKPnkx0c4,Negative
13644,"RT @larryfeltonj: It must be awful living with the paranoid worldview presented at the #GOPDebate.  These guys need therapy, not public offâ€¦",Negative
13645,"RT @_Holly_Renee: Just made my first donation to @CarlyFiorina.
So impressed by her #GOPDebate performance.
#Fiorina http://t.co/JLfhFvZ7ST",Positive
13646,"John Kasich is the leader America needs, but not the leader America deserves. #Batman #GOPDebate",Positive
13647,"RT @nannacassie: A small window into #trump tonight. He has a soft side. Being ""nice, class act, respectful &amp; fair"" matters to him. #GOPDebâ€¦",Positive
13648,RT @JohnConti78: Article calling @JohnKasich's performance at #GOPDebate 'Fantastic' http://t.co/0qhbseqeZ8  #Kasich4Us #Kasich2016,Positive
13649,Bernie Sanders live-tweeted the #GOPDebate http://t.co/oz6UPiBXRp via @HuffPostPol,Neutral
13650,"RT @Dreamweasel: FOX NEWS: ""Why is a smug, sexist asshole that people support bc he's a smug, sexist asshole acting like a smug, sexist assâ€¦",Negative
13651,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,Positive
13652,"RT @danpfeiffer: Here's my late night not so hot take on the #GOPdebate. Short version, it's all abt Trump; Rubio good, Bush bad  http://t.â€¦",Neutral
13653,"According to ratings today it seems Rubio won the #GOPDebate and I am super pumped. Young, Latino guy is a great image for the new GOP :)",Positive
13654,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/â€¦",Positive
13655,"RT @ag_texas: Hillary Clinton's response to the #GOPdebate: those guys are ok, but can they secure thousands of votes from illegals?",Neutral
13656,Easily the best part of last night's #GOPDebate â€œ@SRShowSXM: Trump takes down Rosie. https://t.co/kC62VtBf6pâ€,Positive
13657,Me reading my family's comments about how great the #GOPDebate was http://t.co/gIaGjPygXZ,Negative
13658,RT @JulieWeise: #GOPDebate Sociologists keep showing Mex emigrants actually MORE educated than Mex pop. as a whole. It's brain drain not crâ€¦,Neutral
13659,RT @Bipartisanism: Get ready to play #GOPDebate bingo! http://t.co/rWgY9doZX6,Neutral
13660,RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning,Negative
13661,RT @WND_TXT: #Trump is a man  who is Substance.A fighter.The Intellectual Class will never be able to understand a hands on person like Truâ€¦,Neutral
13662,"RT @GovMikeHuckabee: I pledge to kill #CommonCore &amp; restore common sense. Education is a family function, not a fed function. #GOPdebate htâ€¦",Neutral
13663,RT @Pyrotoz: The #GOPDebate is like watching a bunch of chimps throw their own shit at each other.,Negative
13664,RT @Raiden679: Good explanation as to why #Trump surges ahead of other #cuckservative candidates. #GOPDebate http://t.co/hagmnn1Tv7 http://â€¦,Positive
13665,"RT @JebBush: ""Challenging the teacher's unions and beating them is the way to go."" â€“ Jeb http://t.co/5ImGwdRL4G #GOPDebate",Negative
13666,GOOD POINT  Wait 'til you hear him in a SERIOUS Debate! #GOPDebate #FoxNews  https://t.co/IGhQI3LgH9,Neutral
13667,RT @andreafed: God's on deck. #GOPDebate,Neutral
13668,#GOPDebate @FoxNews @realDonaldTrump  in1996 you called @billclinton a two timing slut.  Do you stand by that statement!?,Negative
13669,"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate",Neutral
13670,â€œ@DanScavino: #GOPDebate w/ @realDonaldTrump delivered the highest ratings in the history of presidential debates. #Trump2016 Fox say thanks,Positive
13671,"RT @LauraSanthanam: Top 3 #GOPDebate times
Trump 11:06
Bush 8:40
Huck 6:39
MORE RESULTS HERE: http://t.co/o06uCZXFF8",Neutral
13672,RT @brownblaze: PLEASE RT. #KKKorGOP #GOPDebate http://t.co/YaqYAC3uV3,Negative
13673,RT @ethicistforhire: Ten rich narcissists spouting nihilistic applause lines is not a debate. It is a Zeitgeistâ€¦ #GOPDebate,Negative
13674,RT @DonnieWahlberg: Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fiâ€¦,Positive
13675,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",Negative
13676,@megynkelly showed at the #GOPDebate she has no biz being a moderator. She is an interviewer and nothing else. @FoxNews failed last night.,Negative
13677,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateâ€¦,Negative
13678,RT @thecjpearson: Called it. #GOPDebate #2016 #CruzToVictory http://t.co/P5JEm3cfpW,Positive
13679,RT @philstockworld: From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq httpâ€¦,Neutral
13680,hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! #GOPDebate,Negative
13681,"RT @GrahamVyse: Writing for @InsideSourcesDC, @ErinMcPike argues last night was a good night for @marcorubio: http://t.co/8TE0NZqhRv #GOPDeâ€¦",Positive
13682,Check out http://t.co/k1hbpWGv6w for a fresh political perspective! #blog #blogger #finchley1959 We update constantly! #GOPDebate,Neutral
13683,I bet Rand Paul consults Todd Palin on the best place to service his snowmobile when he visits AK #GOPDebate,Neutral
13684,RT @CarlyFiorina: I know how extraordinary this nation is. #GOPDebate,Positive
13685,These boys imagine themselves in the Oval Office? God help us all. #GOPdebate #debate #houseofcards,Negative
13686,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKFâ€¦,Negative
13687,RT @WayneDupreeShow: I knew Chris Wallace was going to be a hack because he played his hand a couple days before the #GOPDebate,Neutral
13688,RT @LWilsonDarlene: #Hillary spent #GOPDebate night hanging out with a rude rapper &amp; reality show queen who's claim to fame is a sex video.â€¦,Negative
13689,"RT @bourgeoisalien: Can't wait until the end of the debate when they wrestle an angry, meth addicted bear to the death to see who the real â€¦",Neutral
13690,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",Negative
13691,"""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopeful in 2015. #GOPdebate",Negative
13692,"Smartest &amp; wisest man in the room last night barely got any speaking time, I'm a little salty about that #GOPDebate @RealBenCarson",Positive
13693,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tâ€¦",Positive
13694,RT @johneberkowitz: This sums up the #GOPDebate perfectly. http://t.co/d6p2W69Ea5,Negative
13695,"RT @megynkelly: Crazy day, fun night, exhausting week. This is moments before the #GOPDebate - firing up for the big event. http://t.co/vwGâ€¦",Positive
13696,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",Negative
13697,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPDâ€¦",Positive
13698,"Cruz has class &amp; truth, that gets my vote! #GOPDebate",Positive
13699,"RT @Tombx7M: Will someone please tell Megyn it's not about her.
#kellyfile #GOPDebate",Negative
13700,"BBCWorld: RT BBCJonSopel: In midst of #GOPDebate came big blow to BarackObama with announcement that leading Jewish Democrat, Sen. Schumer,â€¦",Neutral
13701,"RT @ShadowBard: American women take note: When @@realDonaldTrump justified his piggish attacks on women at the #GOPDebate, not 1 man on staâ€¦",Negative
13702,@GovMikeHuckabee Thought you did a good job articulating the issues. #GOPDebate,Positive
13703,"@kesgardner Agreed. Still, he's the one everyone is talking about. #mystified #GOPDebate",Negative
13704,This was indeed one of Jeb's more curious statements last night. #GOPDebate  https://t.co/toUZFUii2h,Neutral
13705,RT @SpudLovr: Fetus dies in womb after 20 weeks? No D&amp;C for you. #ScottWalker16 thinks you should carry it full term. #GOPDebate,Negative
13706,"RT @Anergo_Teacher: Imagine a #Trump Administration dealing with a US-Russia crisis. 

WWIII #GOPDebate",Neutral
13707,I'd say Bush and Kasich came out of last nights debate quite well. They seem more moderate compared to others? #GOPDebate,Positive
13708,RT @saladinahmed: Clear winner of last night's #GOPdebate. http://t.co/MdueysEDLR,Neutral
13709,RT @Chelsea_Elle: My favorite part of the #GOPdebate was when when they danced with snakes and spoke in tongues.,Neutral
13710,RT @palmaceiahome1: The goal of #FoxNews last night was to take out Trump and pave the way for a RINO like Bush or Kasich. #GOPDebate,Neutral
13711,RT @davidcicilline: This is the worst episode of The Apprentice that I've ever seen. #GOPDebate,Negative
13712,The second most-retweeted presidential candidate Tweet of the #GOPDebate https://t.co/rybdNPfypW,Positive
13713,"Bernie Sanders is a fucking national treasure.

@BernieSanders 
#FeelTheBern 
#GOPDebate 
#JonStewart 
#DonaldTrump 
#Bernie2016 
#Democrat",Positive
13714,"Executive Experience Matters

#gopdebate #ccot #gop #teaparty #imwithhuck #tcot #th2016 #RenewUS #wakeupamerica https://t.co/uCA5oguT29",Positive
13715,#GOPDebate: Ted Cruzâ€™s Precious Daughters Steal The Show: There were certainly someÂ â€œdid they really just say ... http://t.co/jzlh4Lrzh4,Positive
13716,"RT @FredZeppelin12: Priceless. @CarlyFiorina cleans Chris Matthew's clock post-debate. This woman is a contender

#GOPDebate 
#GoCarly 

 hâ€¦",Positive
13717,RT @amaraconda: me @ every republican ever #GOPDebate http://t.co/58imcbHrA7,Neutral
13718,"RT @SnarkyDemo: #DonaldTrump said heâ€™s not â€œpolitically correct.â€  Which, of course, is Trumpspeak for â€œLetâ€™s face it, Iâ€™m huge asshole.â€ #â€¦",Negative
13719,@FoxNews #GOPDebate a lovefest for Republican party. Problem wasn't just @megynkelly but all producers involved in burying @realDonaldTrump,Positive
13720,RT @atlcav: All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket!â€¦,Positive
13721,RT @CNNMoney: #GOPDebate recap: @realDonaldTrump vs. @megynkelly. Who won the night? http://t.co/YwdF7hJgdB By @brianstelter http://t.co/Lzâ€¦,Neutral
13722,"RT @bensherwood: Across the TV news aisle, a salute to Chris Wallace, @BretBaier and @megynkelly @FoxNews for smart, sharp, unflinching queâ€¦",Positive
13723,"After that hilarious #GOPDebate I think the only real candidates are 
@HillaryClinton and @BernieSanders http://t.co/c6ulr4O8hE",Negative
13724,"RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate 

Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV",Positive
13725,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15",Positive
13726,RT @SarahHuckabee: .@FrankLuntz analysis says @GovMikeHuckabee won the debate â€”&gt; http://t.co/QUwoCLfs8q #ImWithHuck #GOPDebate,Positive
13727,"Me: I'm a little hungover.
David: I think you had too many candidates. #GOPDebate",Neutral
13728,"RT @DrMartyFox: #Trump Wins Drudge 
Debate Poll 

âž¡ï¸ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNETðŸ‡ºðŸ‡¸  
â˜‘ï¸ http://t.co/YUh6j7QqHA http://â€¦",Negative
13729,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege â€¦,Negative
13730,"RT @mrmilianspeaks: Dear Republicans

If you grew up broker than everyone else then why do you hate the poor so much?

#KKKorGOP  #GOPDebate",Negative
13731,RT @blondieforkeeps: @Koolmoe21 I want a #trump for president shirt!!! #GOPDebate,Positive
13732,18 hours later looking back: My biggest gaffe of the #GOPDebate was repeatedly tagging Victor Cruz (@TeamVic) instead of Ted Cruz (@tedcruz),Neutral
13733,"RT @seanhannity: .@realDonaldTrump: â€œWe need a leader at the top thatâ€™s going to not worry so much about tone, thatâ€™s going to get results.â€¦",Neutral
13734,I don't give a flying fuck about what Hollywood celebs think about last night's #GOPDebate. They know who they want to win already. F-them.,Negative
13735,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the worldðŸ‘‰@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!â€¦",Negative
13736,RT @saladinahmed: Clear winner of last night's #GOPdebate. http://t.co/MdueysEDLR,Neutral
13737,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,Negative
13738,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",Positive
13739,Most retweeted for #GOPDebate #wakeupeveryone https://t.co/R4JUZdFQ52,Neutral
13740,This #GOPDebate is keeping the spray tan industry alive and thriving! #bringingjobs,Positive
13741,"RT @AllenWestRepub ""Twitter declares @CarlyFiorina the #GOPDebate winner Â "" http://t.co/zfFszafvUg",Neutral
13742,RT @JosephKapsch: And @HillaryClinton @BarackObama and @JoeBiden are all... #GOPDebate http://t.co/gdGWasXwdR,Neutral
13743,"http://t.co/wrmBJKVhNr.Candidate.Mentioned.Inequality! Not, one!!! #GOPDebate",Negative
13744,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate httpâ€¦,Negative
13745,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
13746,RT @PamelaGeller: Now we know Rand's strategy - he's going after Trump. He's got nothing to lose - he is nowhere anyway #GOPDebate,Negative
13747,RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,Positive
13748,RT @TheBloggess: Rather than watching the #GOPDebate I'm just watching @maureenjohnson live-tweet it.  I've made the right decision. https:â€¦,Neutral
13749,"RT @pattonoswalt: My daughter, just now: ""Can't we watch CUPCAKE WARS?""
Me: ""We are, sweetie. We are."" #GOPDebate",Neutral
13750,"RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate 

Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV",Positive
13751,Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. #WarOnWomen #GOPDebate,Positive
13752,RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/bguDpo0iKb,Neutral
13753,"#rubio still my preference but i can see point of his critics over opportunism, inconsistency #gopdebate",Positive
13754,Interesting Al-Arabiya coverage of the #GOPDebate @AlArabiya http://t.co/Fgpb32DLH0,Neutral
13755,"RT @MsPeoples: jebbush tell me more about this  ""hang em by the neck"" wing of your party....#GOPDebate #KKKorGOP https://t.co/8fgWctd2bb",Negative
13756,@Destinmurphy #JonVoyage yeah whatevs. Did you see that #GOPDebate tho? ðŸ˜©,Neutral
13757,"@tweetreachapp Of course. It'd be cool to see which users ranked highest for #GOPDebate tweets, too. After all, we're the tweeters.",Positive
13758,RT @mojowhoha: All the Debaters from the #GOPDebate on the Next @racewarspodcast with @Sherrod_Small @kurtmetzger  XM103 Sirius206 Wed @ 9pâ€¦,Neutral
13759,"Why can't our debates be more like the Founding Fathers?

http://t.co/01KulhlXSK

#GOPDebate
#LNYHBT #TLOT #TCOT #P2",Negative
13760,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate ðŸ˜’ --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",Negative
13761,RT @megynkelly: .@tedcruz gets powerful response from @FrankLuntz focus group. #KellyFile #GOPDebate,Positive
13762,@BretBaier Not sure why people are giving you and the panel so much heat - I thought you guys were brutally fair and professional #GOPDebate,Positive
13763,RT @warriorwoman91: I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war â€¦,Positive
13764,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate â€¦",Negative
13765,RT @mchamric: RT â€œ@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWrâ€,Negative
13766,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,Negative
13767,"RT @Laural4705: #GOPDebate my opinion, cruz had the best closing remarks, explaining his plan and vision for America. He was passionate, deâ€¦",Positive
13768,"RT â†’ theblaze: .MattWalshBlog to Republicans after #GOPDebate: ""Maybe We Should Think About Electing Someone With â€¦ http://t.co/BRx74IldWM",Neutral
13769,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",Negative
13770,"RT @geoffcaldwell: After prime time mess-fest last night, here's a visual thought from the real debate 3 hrs earlier. #GOPDebate #tcot httpâ€¦",Neutral
13771,RT @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT #GOPDebate http://t.coâ€¦,Positive
13772,Remember this bullshit when picking a president #GOPDebate. #stupid #marines http://t.co/HhSotdZXiL,Negative
13773,"#Fallon to Jon #Stewart: ""Please Come Back, I Canâ€™t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",Positive
13774,"While I sometimes don't like @realDonaldTrump 's character, he's still the only candidate calling it like it is. #GOPDebate #ycot",Positive
13775,Twitter Users Takeover #GOPDebate Hashtag to Drag GOP Candidates https://t.co/lMzNoMpFMW #KKKorGOP http://t.co/EWEz899A0c,Neutral
13776,Me reading my family's comments about how great the #GOPDebate was http://t.co/gIaGjPygXZ,Negative
13777,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,Negative
13778,RT @toddstarnes: And here comes the gay marriage gotcha sectionâ€¦.#GOPDebate,Neutral
13779,"From watching #GOPDebate last nite, now know Rubio, Walker &amp; Santorum share belief they'd rather see wives die thn ""let"" thm get abortions.",Positive
13780,"Fox News clearly have a hair, dress and complexion code for the presenters. As for #GOPDebate, talk about middle aged men in suits!....",Neutral
13781,"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopefulâ€¦",Negative
13782,"RT @maggieserota: ""Any word from God?"" is an actual question being posed to a group of grownups. #GOPDebate",Neutral
13783,"RT @marcorubio: This election better be about the future, not the past. #GOPDebate",Negative
13784,"If it don't free us, it enslaves us. Dr Brittney Cooper #GOPDebate @ProfessorCrunk @CTS_Chicago @OneNabi @DrValerieB",Neutral
13785,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/â€¦",Positive
13786,"TV reality star has a 2 to 1 lead.
Gets asked tough, leader questions.
Wilts like a failed Apprentice.
Cries about mean girls.

#GOPDebate",Neutral
13787,Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,Negative
13788,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate htâ€¦",Neutral
13789,"RT @peddoc63: Go CarlyðŸ“¢
Go CarlyðŸ“¢
Go CarlyðŸ“¢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/â€¦",Positive
13790,RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,Neutral
13791,"RT @GovMikeHuckabee: Without a secure border, nothing matters --&gt; http://t.co/9da0D98KdW #ImWithHuck #GOPDebate http://t.co/9iTfSTTJRk",Neutral
13792,"RT @docrocktex26: This is who wants to ""lead"" your country. This is who wants to make decisions on your behalf. This was their opening caseâ€¦",Negative
13793,"I think @megynkelly won #GOPDebate!  Hard hitting questions of concern to majority of voter, not just fringe GOP base. 

#MegynForPresident",Positive
13794,RT @The3o5FlyGuy: Watching the #GOPDebate like... http://t.co/bguDpo0iKb,Neutral
13795,"RT @ChrchCurmudgeon: I'd vote for a hologram of Calvin Coolidge moonwalking across the stage right about now.

#GOPDebate",Negative
13796,RT @Playing_Dad: Settling in for the #GOPDebate http://t.co/W6W3e5NBOa,Neutral
13797,RT @Susan_Hutch: SURVEY: Tell us who won the GOP debates. http://t.co/Oeccj37NdC #GOPdebate #FoxNewsDebate http://t.co/62hNZnGYw2,Neutral
13798,#GOPDebate Each candidate claims they speak directly with God...,Neutral
13799,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",Negative
13800,RT @mynor: This is Men's Warehouse's biggest night. #GOPDebate #ClownCarDumpsterFire,Positive
13801,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,Positive
13802,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,Positive
13803,RT @mchamric: RT â€œ@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWrâ€,Negative
13804,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,Neutral
13805,hadiyah: Lets see Jeb Bush try to solve a Common Core math problem. #GOPDebate,Negative
13806,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him â€¦",Negative
13807,Officials warn you could die playing the #GOPdebate Drinking Game...but if any of them are elected you'll die... http://t.co/VfO2Diau0y,Neutral
13808,"Chris Christie did nicely, I think. I'm surprised Fox News didn't hit him with ""fat"" questions though. #fitnessaspresident #GOPDebate",Positive
13809,Bernie Sanders live-tweeted the #GOPDebate http://t.co/oz6UPiBXRp via @HuffPostPol,Neutral
13810,I am hearing about the Fair tax again. #GOPDebate,Neutral
13811,"RT @NaphiSoc: I am more committed than ever to support Democratic nominee thanks to #GOPDebate 
and any ""Dem"" who even hesitates is not a Dâ€¦",Positive
13812,Meet the new darling of the left ã€‹ Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,Negative
13813,"I will support the eventual GOP candidate over Bernie the Socialist, Hillary the Habitual Liar or Biden the Buffoon.  #GOPDebate",Positive
13814,hadiyah: Jen Bush looks like an Art Teacher for an inner city school and everyday his car gets vandalized.  #GOPDebate,Negative
13815,RT @TJMShow: No mention of Tamir Rice and the #GOPDebate was held in Cleveland? Wow.,Neutral
13816,RT @treppps: But @BernieSanders was the real winner of the #GOPDebate http://t.co/5RplNEynGJ,Neutral
13817,"RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices â€¦",Negative
13818,"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tâ€¦",Positive
13819,"RT @larryfeltonj: It must be awful living with the paranoid worldview presented at the #GOPDebate.  These guys need therapy, not public offâ€¦",Negative
13820,"Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate",Positive
13821,"Fox News clearly have a hair, dress and complexion code for the presenters. As for #GOPDebate, talk about middle aged men in suits!....",Neutral
13822,Carly Fiorina Runs Circles Around Chris Matthews Over Hillary's Record - YouTube https://t.co/B9P8WG3ixz #GOPDebate,Neutral
13823,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",Positive
13824,RT @tedcruz: A great #GOPDebate discussing issues important to the American people: https://t.co/WeMKfA9vLN Join our fight: https://t.co/xVâ€¦,Positive
13825,"RT @ChristiChat: #WakeUpAmerica

@SheriffClarke I Agree!

@CarlyFiorina is a FORCE!

#TCOT
#SisterPatriots
#Carly2016
#GOPDebate http://t.câ€¦",Positive
